#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0051246	regulation of protein metabolic process	9	2828	0.75	0.0016	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,ITCH
GO:0048713	regulation of oligodendrocyte differentiation	3	40	2.13	0.0019	9606.ENSP00000277541,9606.ENSP00000367545,9606.ENSP00000386884	NOTCH1,TP73,CXCR4
GO:0045687	positive regulation of glial cell differentiation	3	43	2.09	0.0022	9606.ENSP00000277541,9606.ENSP00000367545,9606.ENSP00000386884	NOTCH1,TP73,CXCR4
GO:0050767	regulation of neurogenesis	6	828	1.11	0.0022	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300	NOTCH1,CFLAR,ERBB4,TP73,CXCR4,NUMB
GO:0051094	positive regulation of developmental process	7	1389	0.95	0.0022	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,NUMB
GO:0060043	regulation of cardiac muscle cell proliferation	3	43	2.09	0.0022	9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545	NOTCH1,ERBB4,TP73
GO:2000026	regulation of multicellular organismal development	8	2096	0.83	0.0022	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,NUMB,ITCH
GO:0050769	positive regulation of neurogenesis	5	479	1.27	0.0029	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300	NOTCH1,CFLAR,TP73,CXCR4,NUMB
GO:0051173	positive regulation of nitrogen compound metabolic process	9	3239	0.69	0.0029	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,ITCH
GO:0051239	regulation of multicellular organismal process	9	3227	0.7	0.0029	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000409581,9606.ENSP00000451300,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,ARRB1,NUMB,ITCH
GO:0032880	regulation of protein localization	6	934	1.06	0.0030	9606.ENSP00000264731,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300	TP63,ERBB4,TP73,UBE2L3,ARRB1,NUMB
GO:0070374	positive regulation of ERK1 and ERK2 cascade	4	209	1.53	0.0030	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000409581	NOTCH1,CFLAR,ERBB4,ARRB1
GO:0042981	regulation of apoptotic process	7	1550	0.9	0.0031	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,ARRB1,ITCH
GO:1903749	positive regulation of establishment of protein localization to mitochondrion	3	60	1.95	0.0031	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000400906	TP63,TP73,UBE2L3
GO:0031325	positive regulation of cellular metabolic process	9	3413	0.67	0.0032	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,ITCH
GO:0042246	tissue regeneration	3	63	1.93	0.0032	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235	NOTCH1,CFLAR,ERBB4
GO:0045597	positive regulation of cell differentiation	6	993	1.03	0.0032	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,TP73,CXCR4,NUMB
GO:0050790	regulation of catalytic activity	8	2386	0.78	0.0032	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1
GO:0009967	positive regulation of signal transduction	7	1654	0.88	0.0033	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000409581	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,ARRB1
GO:0060341	regulation of cellular localization	6	1027	1.02	0.0033	9606.ENSP00000264731,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300	TP63,ERBB4,TP73,UBE2L3,ARRB1,NUMB
GO:1903827	regulation of cellular protein localization	5	568	1.19	0.0033	9606.ENSP00000264731,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000451300	TP63,ERBB4,TP73,UBE2L3,NUMB
GO:0010604	positive regulation of macromolecule metabolic process	9	3600	0.65	0.0034	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,ITCH
GO:0051049	regulation of transport	7	1776	0.85	0.0041	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300	TP63,NOTCH1,TP73,CXCR4,UBE2L3,ARRB1,NUMB
GO:0051223	regulation of protein transport	5	617	1.16	0.0041	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300	TP63,TP73,UBE2L3,ARRB1,NUMB
GO:0051240	positive regulation of multicellular organismal process	7	1770	0.85	0.0041	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,NUMB
GO:0032879	regulation of localization	8	2740	0.72	0.0044	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300	TP63,NOTCH1,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,NUMB
GO:1901532	regulation of hematopoietic progenitor cell differentiation	3	87	1.79	0.0044	9606.ENSP00000277541,9606.ENSP00000367545,9606.ENSP00000480499	NOTCH1,TP73,ITCH
GO:0043065	positive regulation of apoptotic process	5	660	1.13	0.0045	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000367545,9606.ENSP00000409581	TP63,NOTCH1,CFLAR,TP73,ARRB1
GO:0040008	regulation of growth	5	676	1.12	0.0048	9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000480499	NOTCH1,ERBB4,TP73,CXCR4,ITCH
GO:0051130	positive regulation of cellular component organization	6	1209	0.95	0.0048	9606.ENSP00000264731,9606.ENSP00000312455,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581	TP63,CFLAR,TP73,CXCR4,UBE2L3,ARRB1
GO:0051241	negative regulation of multicellular organismal process	6	1231	0.94	0.0052	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,ERBB4,TP73,ARRB1,ITCH
GO:0060525	prostate glandular acinus development	2	11	2.51	0.0052	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0051347	positive regulation of transferase activity	5	705	1.1	0.0055	9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581	ERBB4,TP73,CXCR4,UBE2L3,ARRB1
GO:0008593	regulation of Notch signaling pathway	3	103	1.71	0.0056	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000409581	TP63,NOTCH1,ARRB1
GO:0048638	regulation of developmental growth	4	333	1.33	0.0058	9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884	NOTCH1,ERBB4,TP73,CXCR4
GO:0060742	epithelial cell differentiation involved in prostate gland development	2	12	2.47	0.0058	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0045596	negative regulation of cell differentiation	5	728	1.09	0.0060	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545	TP63,NOTCH1,CFLAR,ERBB4,TP73
GO:0048522	positive regulation of cellular process	10	5579	0.5	0.0061	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,NUMB,ITCH
GO:1903829	positive regulation of cellular protein localization	4	342	1.32	0.0061	9606.ENSP00000264731,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000400906	TP63,ERBB4,TP73,UBE2L3
GO:0051222	positive regulation of protein transport	4	352	1.31	0.0067	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581	TP63,TP73,UBE2L3,ARRB1
GO:0007219	Notch signaling pathway	3	120	1.65	0.0077	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000480499	TP63,NOTCH1,ITCH
GO:0010822	positive regulation of mitochondrion organization	3	121	1.64	0.0077	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000400906	TP63,TP73,UBE2L3
GO:0045605	negative regulation of epidermal cell differentiation	2	15	2.38	0.0077	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:2000736	regulation of stem cell differentiation	3	119	1.65	0.0077	9606.ENSP00000277541,9606.ENSP00000367545,9606.ENSP00000480499	NOTCH1,TP73,ITCH
GO:0030900	forebrain development	4	387	1.26	0.0088	9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000386884,9606.ENSP00000451300	NOTCH1,ERBB4,CXCR4,NUMB
GO:0010832	negative regulation of myotube differentiation	2	17	2.32	0.0092	9606.ENSP00000277541,9606.ENSP00000312455	NOTCH1,CFLAR
GO:0048513	animal organ development	8	3197	0.65	0.0097	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000409581,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,ARRB1,NUMB
GO:0043085	positive regulation of catalytic activity	6	1489	0.86	0.0115	9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581	CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1
GO:0043066	negative regulation of apoptotic process	5	893	1.0	0.0126	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000409581,9606.ENSP00000480499	NOTCH1,CFLAR,ERBB4,ARRB1,ITCH
GO:0060740	prostate gland epithelium morphogenesis	2	22	2.21	0.0134	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0000187	activation of MAPK activity	3	157	1.53	0.0136	9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000409581	TP73,CXCR4,ARRB1
GO:0006355	regulation of transcription, DNA-templated	8	3388	0.62	0.0136	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,UBE2L3,ARRB1,ITCH
GO:0007399	nervous system development	7	2371	0.72	0.0136	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,NUMB
GO:0008284	positive regulation of cell population proliferation	5	919	0.99	0.0136	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000409581	TP63,NOTCH1,CFLAR,ERBB4,ARRB1
GO:0031323	regulation of cellular metabolic process	10	6239	0.45	0.0136	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,NUMB,ITCH
GO:0048714	positive regulation of oligodendrocyte differentiation	2	23	2.19	0.0136	9606.ENSP00000367545,9606.ENSP00000386884	TP73,CXCR4
GO:0048863	stem cell differentiation	3	156	1.53	0.0136	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000342235	TP63,NOTCH1,ERBB4
GO:0031960	response to corticosteroid	3	164	1.51	0.0143	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000400906	NOTCH1,CFLAR,UBE2L3
GO:0048468	cell development	6	1629	0.82	0.0159	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000386884,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,ERBB4,CXCR4,NUMB
GO:0060045	positive regulation of cardiac muscle cell proliferation	2	26	2.14	0.0159	9606.ENSP00000277541,9606.ENSP00000342235	NOTCH1,ERBB4
GO:0060255	regulation of macromolecule metabolic process	10	6407	0.44	0.0159	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000451300,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,NUMB,ITCH
GO:0042127	regulation of cell population proliferation	6	1642	0.81	0.0161	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000409581	TP63,NOTCH1,CFLAR,ERBB4,TP73,ARRB1
GO:0008283	cell population proliferation	4	493	1.16	0.0165	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000400906,9606.ENSP00000451300	TP63,NOTCH1,UBE2L3,NUMB
GO:0048639	positive regulation of developmental growth	3	176	1.48	0.0165	9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000386884	NOTCH1,ERBB4,CXCR4
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	2	27	2.12	0.0165	9606.ENSP00000264731,9606.ENSP00000367545	TP63,TP73
GO:0031069	hair follicle morphogenesis	2	28	2.1	0.0166	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:1903508	positive regulation of nucleic acid-templated transcription	6	1670	0.81	0.0166	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581	TP63,NOTCH1,ERBB4,TP73,UBE2L3,ARRB1
GO:0035116	embryonic hindlimb morphogenesis	2	29	2.09	0.0172	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0065009	regulation of molecular function	9	4913	0.51	0.0172	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ERBB4,TP73,CXCR4,UBE2L3,ARRB1,ITCH
GO:0090316	positive regulation of intracellular protein transport	3	184	1.46	0.0172	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000400906	TP63,TP73,UBE2L3
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2	30	2.07	0.0180	9606.ENSP00000264731,9606.ENSP00000367545	TP63,TP73
GO:1904018	positive regulation of vasculature development	3	189	1.45	0.0183	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000386884	NOTCH1,CFLAR,CXCR4
GO:0050679	positive regulation of epithelial cell proliferation	3	192	1.44	0.0189	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455	TP63,NOTCH1,CFLAR
GO:0002064	epithelial cell development	3	195	1.44	0.0197	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000386884	TP63,NOTCH1,CXCR4
GO:0006511	ubiquitin-dependent protein catabolic process	4	535	1.12	0.0197	9606.ENSP00000242719,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	RNF11,UBE2L3,ARRB1,ITCH
GO:1905475	regulation of protein localization to membrane	3	198	1.43	0.0198	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000451300	TP63,TP73,NUMB
GO:0017145	stem cell division	2	35	2.01	0.0219	9606.ENSP00000277541,9606.ENSP00000451300	NOTCH1,NUMB
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	3	216	1.39	0.0242	9606.ENSP00000264731,9606.ENSP00000312455,9606.ENSP00000409581	TP63,CFLAR,ARRB1
GO:0002067	glandular epithelial cell differentiation	2	40	1.95	0.0265	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:1903053	regulation of extracellular matrix organization	2	41	1.94	0.0275	9606.ENSP00000277541,9606.ENSP00000312455	NOTCH1,CFLAR
GO:0032989	cellular component morphogenesis	4	614	1.06	0.0283	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000386884,9606.ENSP00000451300	NOTCH1,CFLAR,CXCR4,NUMB
GO:0045616	regulation of keratinocyte differentiation	2	42	1.93	0.0283	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0071364	cellular response to epidermal growth factor stimulus	2	43	1.92	0.0287	9606.ENSP00000312455,9606.ENSP00000342235	CFLAR,ERBB4
GO:0033674	positive regulation of kinase activity	4	624	1.06	0.0294	9606.ENSP00000342235,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000409581	ERBB4,TP73,CXCR4,ARRB1
GO:1903320	regulation of protein modification by small protein conjugation or removal	3	242	1.34	0.0297	9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	UBE2L3,ARRB1,ITCH
GO:0010638	positive regulation of organelle organization	4	633	1.05	0.0304	9606.ENSP00000264731,9606.ENSP00000367545,9606.ENSP00000400906,9606.ENSP00000409581	TP63,TP73,UBE2L3,ARRB1
GO:0048546	digestive tract morphogenesis	2	48	1.87	0.0331	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0021537	telencephalon development	3	257	1.32	0.0334	9606.ENSP00000342235,9606.ENSP00000386884,9606.ENSP00000451300	ERBB4,CXCR4,NUMB
GO:0006508	proteolysis	5	1256	0.85	0.0343	9606.ENSP00000242719,9606.ENSP00000312455,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	RNF11,CFLAR,UBE2L3,ARRB1,ITCH
GO:0045664	regulation of neuron differentiation	4	665	1.03	0.0343	9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000367545,9606.ENSP00000386884	NOTCH1,CFLAR,TP73,CXCR4
GO:0045747	positive regulation of Notch signaling pathway	2	50	1.85	0.0347	9606.ENSP00000264731,9606.ENSP00000277541	TP63,NOTCH1
GO:0009968	negative regulation of signal transduction	5	1271	0.84	0.0353	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000409581,9606.ENSP00000480499	TP63,NOTCH1,CFLAR,ARRB1,ITCH
GO:0030855	epithelial cell differentiation	4	673	1.02	0.0353	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000386884	TP63,NOTCH1,ERBB4,CXCR4
GO:0042493	response to drug	3	281	1.28	0.0400	9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000409581	TP73,CXCR4,ARRB1
GO:0050768	negative regulation of neurogenesis	3	287	1.27	0.0419	9606.ENSP00000277541,9606.ENSP00000342235,9606.ENSP00000367545	NOTCH1,ERBB4,TP73
GO:0097190	apoptotic signaling pathway	3	286	1.27	0.0419	9606.ENSP00000264731,9606.ENSP00000312455,9606.ENSP00000367545	TP63,CFLAR,TP73
GO:0002090	regulation of receptor internalization	2	58	1.79	0.0428	9606.ENSP00000409581,9606.ENSP00000451300	ARRB1,NUMB
GO:0071385	cellular response to glucocorticoid stimulus	2	59	1.78	0.0441	9606.ENSP00000312455,9606.ENSP00000400906	CFLAR,UBE2L3
GO:0009653	anatomical structure morphogenesis	6	2165	0.69	0.0442	9606.ENSP00000264731,9606.ENSP00000277541,9606.ENSP00000312455,9606.ENSP00000342235,9606.ENSP00000386884,9606.ENSP00000451300	TP63,NOTCH1,CFLAR,ERBB4,CXCR4,NUMB
GO:0016567	protein ubiquitination	4	729	0.99	0.0442	9606.ENSP00000242719,9606.ENSP00000400906,9606.ENSP00000409581,9606.ENSP00000480499	RNF11,UBE2L3,ARRB1,ITCH
GO:0030162	regulation of proteolysis	4	747	0.98	0.0474	9606.ENSP00000264731,9606.ENSP00000312455,9606.ENSP00000409581,9606.ENSP00000480499	TP63,CFLAR,ARRB1,ITCH
