#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0048715	negative regulation of oligodendrocyte differentiation	3	13	2.61	5.42e-05	9606.ENSP00000234091,9606.ENSP00000367714,9606.ENSP00000367972	ID2,HES5,ID4
GO:0050767	regulation of neurogenesis	7	828	1.18	5.42e-05	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,NEUROG3,EGR2,OLIG2,HES5,ID4,TCF4
GO:0045165	cell fate commitment	5	248	1.55	0.00011	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000371785	ID2,MYOG,OLIG2,HES5,OLIG1
GO:0010720	positive regulation of cell development	6	556	1.28	0.00013	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,OLIG2,TCF4
GO:0048699	generation of neurons	8	1551	0.96	0.00013	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785,9606.ENSP00000381382	ID2,NEUROG3,EGR2,OLIG2,HES5,ID4,OLIG1,TCF4
GO:0007417	central nervous system development	7	988	1.1	0.00014	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785	ID2,NEUROG3,EGR2,OLIG2,HES5,ID4,OLIG1
GO:0030154	cell differentiation	10	3702	0.68	0.00027	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,OLIG2,HES5,ID4,OLIG1,TCF4
GO:0048710	regulation of astrocyte differentiation	3	27	2.3	0.00027	9606.ENSP00000234091,9606.ENSP00000367714,9606.ENSP00000367972	ID2,HES5,ID4
GO:0045664	regulation of neuron differentiation	6	665	1.21	0.00030	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,NEUROG3,OLIG2,HES5,ID4,TCF4
GO:0050793	regulation of developmental process	9	2648	0.78	0.00030	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,OLIG2,HES5,ID4,TCF4
GO:0007420	brain development	6	745	1.16	0.00054	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,NEUROG3,EGR2,OLIG2,HES5,ID4
GO:0030900	forebrain development	5	387	1.36	0.00056	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,NEUROG3,OLIG2,HES5,ID4
GO:0045687	positive regulation of glial cell differentiation	3	43	2.09	0.00077	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000331040	ID2,EGR2,OLIG2
GO:2000026	regulation of multicellular organismal development	8	2096	0.83	0.00082	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,OLIG2,HES5,ID4,TCF4
GO:0048731	system development	10	4426	0.6	0.0011	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,OLIG2,HES5,ID4,OLIG1,TCF4
GO:0050769	positive regulation of neurogenesis	5	479	1.27	0.0013	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000381382	ID2,NEUROG3,EGR2,OLIG2,TCF4
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	7	1528	0.91	0.0015	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,MYOG,NEUROG3,NAB2,OLIG2,HES5,ID4
GO:0045665	negative regulation of neuron differentiation	4	222	1.51	0.0018	9606.ENSP00000234091,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,OLIG2,HES5,ID4
GO:0045893	positive regulation of transcription, DNA-templated	7	1587	0.89	0.0019	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,HES5,ID4,TCF4
GO:0048663	neuron fate commitment	3	66	1.91	0.0021	9606.ENSP00000234091,9606.ENSP00000331040,9606.ENSP00000371785	ID2,OLIG2,OLIG1
GO:0030182	neuron differentiation	6	1019	1.02	0.0023	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785	ID2,EGR2,OLIG2,HES5,ID4,OLIG1
GO:0007422	peripheral nervous system development	3	75	1.85	0.0027	9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131	NEUROG3,EGR2,NAB2
GO:0045944	positive regulation of transcription by RNA polymerase II	6	1253	0.93	0.0059	9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	MYOG,NEUROG3,EGR2,HES5,ID4,TCF4
GO:0045892	negative regulation of transcription, DNA-templated	6	1273	0.92	0.0062	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,NEUROG3,NAB2,OLIG2,HES5,ID4
GO:0048712	negative regulation of astrocyte differentiation	2	12	2.47	0.0062	9606.ENSP00000367714,9606.ENSP00000367972	HES5,ID4
GO:0021781	glial cell fate commitment	2	14	2.41	0.0075	9606.ENSP00000331040,9606.ENSP00000367714	OLIG2,HES5
GO:0071285	cellular response to lithium ion	2	14	2.41	0.0075	9606.ENSP00000234091,9606.ENSP00000241651	ID2,MYOG
GO:0048513	animal organ development	8	3197	0.65	0.0109	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,MYOG,NEUROG3,EGR2,NAB2,OLIG2,HES5,ID4
GO:0051173	positive regulation of nitrogen compound metabolic process	8	3239	0.64	0.0117	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,HES5,ID4,TCF4
GO:0022010	central nervous system myelination	2	21	2.23	0.0142	9606.ENSP00000367714,9606.ENSP00000367972	HES5,ID4
GO:0000122	negative regulation of transcription by RNA polymerase II	5	895	1.0	0.0143	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,NEUROG3,OLIG2,HES5,ID4
GO:0031325	positive regulation of cellular metabolic process	8	3413	0.62	0.0159	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,HES5,ID4,TCF4
GO:0007622	rhythmic behavior	2	26	2.14	0.0190	9606.ENSP00000234091,9606.ENSP00000242480	ID2,EGR2
GO:0048468	cell development	6	1629	0.82	0.0190	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242480,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785	ID2,MYOG,EGR2,HES5,ID4,OLIG1
GO:0010604	positive regulation of macromolecule metabolic process	8	3600	0.6	0.0222	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,HES5,ID4,TCF4
GO:0009888	tissue development	6	1760	0.78	0.0282	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000367714,9606.ENSP00000367972	ID2,MYOG,NEUROG3,EGR2,HES5,ID4
GO:0051240	positive regulation of multicellular organismal process	6	1770	0.78	0.0288	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,OLIG2,TCF4
GO:0014037	Schwann cell differentiation	2	37	1.98	0.0351	9606.ENSP00000242480,9606.ENSP00000300131	EGR2,NAB2
GO:0061448	connective tissue development	3	223	1.38	0.0382	9606.ENSP00000234091,9606.ENSP00000367714,9606.ENSP00000367972	ID2,HES5,ID4
